name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
Kazaana,"['Mobile', 'Networking', 'Social Media', 'Web Development']",7575000.0,USA,CA,2010-01-01 00:00:00.000000000,3,2011-03-01,2013-04-01,0
Kazeon,['Software'],48000000.0,USA,CA,2003-01-01 00:00:00.000000000,3,2005-03-15,2009-04-21,1
KB Labs,"['Curated Web', 'Facebook Applications', 'Finance', 'FinTech']",15000.0,SGP,unknown,2003-04-20 13:31:02.880490288,1,2007-08-01,2007-08-01,0
KD Secure,"['Information Technology', 'Security', 'Software']",1500000.0,SGP,unknown,2010-01-01 00:00:00.000000000,1,2010-01-01,2010-01-01,0
Keen High Technologies,"['Consumer Electronics', 'Design', 'Manufacturing']",10000000.0,SGP,unknown,2003-10-25 13:31:02.880490288,1,2008-02-05,2008-02-05,0
Keenko,['Public Relations'],47673771.59763314,RUS,48,2004-09-20 13:31:02.880490288,1,2009-01-01,2009-01-01,0
KeepFu,['Curated Web'],15515606.656651298,SGP,unknown,2004-12-19 13:31:02.880490288,1,2009-04-01,2009-04-01,0
Keepio,"['Curated Web', 'E-Commerce', 'Facebook Applications', 'Peer-to-Peer', 'Social Commerce', 'Twitter Applications']",255000.0,USA,KY,2010-02-01 00:00:00.000000000,1,2011-08-01,2011-08-01,0
Keepskor,"['Advertising', 'Games', 'Mobile', 'Social Media']",180000.0,USA,NY,2011-11-11 00:00:00.000000000,1,2013-12-31,2013-12-31,0
Keepstream,"['Curated Web', 'Real Time', 'Social Media']",20000.0,USA,TX,2010-01-01 00:00:00.000000000,1,2010-05-01,2010-05-01,1
Keepy robot,"['Home Automation', 'Information Technology', 'Robotics']",160000.0,SGP,unknown,2012-03-01 00:00:00.000000000,1,2014-01-20,2014-01-20,0
Keex,"['Application Platforms', 'Social Media']",30000.0,ARE,3,2010-10-21 13:31:02.880490288,1,2015-02-01,2015-02-01,0
Keibi Technologies,"['Content', 'Software']",5000000.0,USA,CA,2006-09-01 00:00:00.000000000,1,2007-05-01,2007-05-01,1
Keisense,['Hardware + Software'],500000.0,GBR,C3,2003-09-06 13:31:02.880490288,1,2007-12-18,2007-12-18,0
Keldeal,"['Business Services', 'Curated Web', 'Facebook Applications', 'Social Media', 'Twitter Applications']",277120.0,FRA,B8,2010-10-06 00:00:00.000000000,1,2010-10-06,2010-10-06,0
Kelkoo,"['E-Commerce', 'Search']",3000000.0,GBR,H9,1999-01-01 00:00:00.000000000,1,1999-01-01,1999-01-01,1
KemPharm,['Biotechnology'],75103391.0,USA,IA,2006-01-01 00:00:00.000000000,5,2009-08-27,2015-03-04,1
Kentik Technologies,['Technology'],12076011.0,USA,CA,2011-03-19 13:31:02.880490288,1,2015-06-30,2015-06-30,0
Kenzei,"['Accounting', 'Advertising', 'CRM', 'E-Commerce', 'Email Marketing', 'Lead Generation', 'Media', 'Performance Marketing', 'Sales and Marketing']",400000.0,USA,CA,2008-01-02 00:00:00.000000000,1,2008-06-01,2008-06-01,1
Kera,"['Enterprises', 'Gamification', 'SaaS', 'Software', 'Tutoring']",50000.0,CAN,ON,2012-01-01 00:00:00.000000000,1,2012-08-01,2012-08-01,0
Ketera,"['Analytics', 'Enterprises', 'Enterprise Software', 'Services']",24000000.0,USA,CA,1983-01-01 00:00:00.000000000,2,2003-06-27,2007-01-08,1
Kewego,['Games'],19400000.0,FRA,A8,2003-01-01 00:00:00.000000000,3,2006-04-01,2009-01-19,1
Key Research,"['Architecture', 'Market Research', 'Services']",12500000.0,USA,CA,2001-07-01 00:00:00.000000000,1,2003-02-07,2003-02-07,0
Key Ring,"['Mobile', 'Mobile Coupons']",1750000.0,USA,TX,2008-10-20 00:00:00.000000000,2,2010-01-01,2011-02-02,1
KeyCAPTCHA,['Software'],25000.0,SGP,unknown,2007-11-19 13:31:02.880490288,1,2012-03-01,2012-03-01,0
Keynected,"['Apps', 'Mobile', 'Social Media']",100000.0,SGP,unknown,2014-01-01 00:00:00.000000000,1,2015-01-01,2015-01-01,0
KeyNeurotek Pharmaceuticals,['Biotechnology'],10869100.0,DEU,14,2004-12-25 13:31:02.880490288,1,2009-04-07,2009-04-07,0
Keynoir,"['E-Commerce', 'Hotels', 'Internet', 'Privacy', 'Restaurants', 'Spas']",1740000.0,GBR,H9,2010-03-11 00:00:00.000000000,1,2010-03-30,2010-03-30,1
Keystok,"['Developer Tools', 'SaaS', 'Software', 'Web Development']",9009350.780894153,FIN,13,2014-01-01 00:00:00.000000000,1,2014-03-01,2014-03-01,0
Keystone Technology,['Hardware + Software'],1100.0,SGP,unknown,2006-08-28 00:00:00.000000000,1,2010-07-20,2010-07-20,0
KEYW Corporation,"['Security', 'Technology']",28340149.0,USA,MD,2008-01-01 00:00:00.000000000,3,2009-05-05,2010-03-30,1
Khipu Systems,['Software'],786000.0,NZL,F7,2004-02-06 13:31:02.880490288,1,2008-05-19,2008-05-19,0
Khush,['Music'],120000.0,USA,GA,2009-01-01 00:00:00.000000000,2,2009-11-20,2010-12-01,1
Kiala,"['Shipping', 'Shopping']",59926327.2861577,BEL,1,2000-01-01 00:00:00.000000000,3,2001-10-08,2007-11-01,1
Kibaran Resources,['Clean Technology'],1100000.0,SGP,unknown,2009-10-22 13:31:02.880490288,1,2014-02-02,2014-02-02,0
"Kibboko, Inc.",['Software'],2500000.0,CAN,ON,2008-06-27 00:00:00.000000000,1,2007-08-14,2007-08-14,0
KickApps,"['Content', 'Media', 'Social Media', 'Social Network Media', 'Software', 'Video', 'Web Tools']",39007789.0,USA,NY,2004-03-01 00:00:00.000000000,3,2006-06-01,2008-11-25,1
Kickfire,['Analytics'],20000000.0,USA,CA,2006-01-01 00:00:00.000000000,2,2001-02-20,2008-07-31,0
Kickplay,['Games'],41358853.86867132,USA,FL,2007-07-01 00:00:00.000000000,1,2007-07-01,2007-07-01,0
KickUp,"['Collaboration', 'Communities', 'Education']",100000.0,SGP,unknown,2011-03-06 13:31:02.880490288,1,2015-06-17,2015-06-17,0
Kid Care Years,['Curated Web'],41358853.86867132,USA,TX,2008-05-01 00:00:00.000000000,1,2008-07-01,2008-07-01,0
Kidaro,['Enterprise Software'],14020000.0,USA,WA,2001-06-01 13:31:02.880490288,2,2005-09-12,2006-12-12,1
KidoZen,"['Cloud Computing', 'Enterprise Software', 'PaaS', 'SaaS', 'Security', 'Software']",5550000.0,USA,FL,2012-11-01 00:00:00.000000000,2,2013-12-05,2015-04-20,1
kidthing,"['E-Commerce', 'Education', 'Entertainment', 'Games', 'Internet', 'Kids', 'Publishing', 'Video']",3000000.0,USA,CA,2005-12-01 00:00:00.000000000,1,2008-01-28,2008-01-28,0
KidZui,"['Curated Web', 'Web Browsers']",18400000.0,USA,CA,2006-01-01 00:00:00.000000000,6,2006-09-01,2011-12-14,1
Kigo,"['SaaS', 'Software', 'Travel']",1800000.0,USA,PA,2007-01-01 00:00:00.000000000,1,2013-04-01,2013-04-01,1
Kiha Software,"['Android', 'Cloud Data Services', 'iPhone', 'Mobile', 'Natural Language Processing', 'Neuroscience', 'Software']",20000000.0,USA,WA,2008-01-01 00:00:00.000000000,1,2010-10-28,2010-10-28,0
Kiind.me,"['E-Commerce', 'Gift Card']",745000.0,CAN,BC,2011-01-01 00:00:00.000000000,4,2012-05-10,2013-11-29,0
Kiko,"['Curated Web', 'Events', 'Web Development']",50000.0,SGP,unknown,2001-04-20 13:31:02.880490288,1,2005-08-01,2005-08-01,1
Kili,['Semiconductors'],514396.0,CAN,ON,2009-07-27 13:31:02.880490288,2,2013-11-07,2014-01-21,1
Kima Labs,['Mobile'],770000.0,USA,CA,2010-01-01 00:00:00.000000000,1,2010-08-01,2010-08-01,1
Kin housing,"['Investment Management', 'Professional Services', 'Real Estate']",300000.0,IND,19,2013-11-19 00:00:00.000000000,1,2013-11-25,2013-11-25,0
KINAXO Biotechnologies,['Biotechnology'],26718000.17836007,DEU,2,2003-01-26 13:31:02.880490288,1,2007-05-09,2007-05-09,1
Kindermint,"['E-Commerce', 'Kids', 'Online Shopping']",179999.0,USA,FL,2013-01-01 00:00:00.000000000,1,2014-09-02,2014-09-02,1
Kinderpedia,"['Education', 'Mobile', 'Online Education', 'SaaS', 'Software']",150000.0,ROM,13,2006-06-20 00:00:00.000000000,1,2013-12-14,2013-12-14,0
Kinderstreet Corporation,"['Application Platforms', 'Development Platforms', 'Internet']",250000.0,USA,MI,1997-10-24 13:31:02.880490288,1,2002-02-04,2002-02-04,0
Kindo Network,['Web Hosting'],21214175.002838995,GBR,H9,2007-04-01 00:00:00.000000000,2,2008-02-07,2008-02-07,1
Kindred Biosciences,"['Biotechnology', 'Health Care']",6309755.0,USA,CA,2012-01-01 00:00:00.000000000,2,2012-11-19,2013-08-31,1
Kinduct,"['Fitness', 'Healthcare Services', 'Software']",20000.0,SGP,unknown,2011-05-13 13:31:02.880490288,1,2015-08-24,2015-08-24,0
Kinetic,"['Guides', 'Reviews and Recommendations', 'Social Network Media']",19311.0,USA,NY,2006-05-26 13:31:02.880490288,1,2010-09-06,2010-09-06,0
Kinetic Global Markets,['Analytics'],2999000.0,USA,NY,2006-09-19 13:31:02.880490288,1,2010-12-31,2010-12-31,0
Kineto Wireless,"['Mobile', 'Wireless']",114449379.0,USA,CA,2001-01-01 00:00:00.000000000,12,2001-05-16,2012-04-24,1
King.com,"['Android', 'Databases', 'Games', 'Mobile', 'Software']",43000000.0,GBR,H9,2003-08-01 00:00:00.000000000,1,2005-09-01,2005-09-01,1
Kingdee,"['Enterprises', 'Enterprise Software']",181850000.0,CHN,30,1993-08-08 00:00:00.000000000,4,1998-05-01,2015-05-18,1
Kingfish Labs,['Software'],500000.0,USA,NY,2011-06-01 00:00:00.000000000,1,2012-03-26,2012-03-26,1
Kingmaker,['Curated Web'],15515606.656651298,SGP,unknown,2007-12-06 13:31:02.880490288,2,2012-03-18,2012-06-07,1
Kingsoft,['Software'],50000000.0,HKG,unknown,1998-01-01 00:00:00.000000000,1,2013-11-25,2013-11-25,1
kinkon,['Curated Web'],995625.0,DEU,8,2008-09-04 00:00:00.000000000,1,2009-04-30,2009-04-30,0
Kinopto,['Hardware + Software'],54781.0,SGP,unknown,2008-04-20 13:31:02.880490288,1,2012-08-01,2012-08-01,0
Kinsheep,"['Apps', 'Entrepreneur', 'Location Based Services']",7055.0,SGP,unknown,2015-08-01 00:00:00.000000000,1,2015-09-10,2015-09-10,0
Kintana,"['Information Technology', 'IT Management', 'Real Time']",15515606.656651298,SGP,unknown,1997-03-17 13:31:02.880490288,1,2001-06-28,2001-06-28,1
Kintech Lab,"['Algorithms', 'Databases', 'Software']",900000.0,RUS,48,1998-01-01 00:00:00.000000000,1,2012-01-01,2012-01-01,0
Kintera,"['Internet', 'Nonprofits', 'Software']",4480000.0,USA,CA,2002-08-31 13:31:02.880490288,1,2006-12-12,2006-12-12,1
Kiodex,"['Internet', 'Risk Management', 'Trading']",25000000.0,SGP,unknown,1996-12-22 13:31:02.880490288,2,2001-04-04,2002-03-04,0
Kior,"['Clean Technology', 'Oil']",299320000.0,USA,TX,2007-01-01 00:00:00.000000000,5,2007-11-21,2013-10-21,1
Kippt,"['Archiving', 'Curated Web', 'Information Technology', 'Social Media']",41358853.86867132,USA,CA,2012-05-01 00:00:00.000000000,1,2012-06-01,2012-06-01,1
Kips Bay Medical,['Health Care'],4000000.0,USA,MN,2004-12-14 13:31:02.880490288,3,2009-03-27,2015-03-30,1
Kiptronic,"['Advertising', 'Audio', 'Content', 'Digital Media', 'Media', 'Monetization', 'Video']",7300000.0,USA,CA,2005-05-01 00:00:00.000000000,3,2005-11-01,2008-06-05,1
Kirkland North,"['Colleges', 'Games', 'Risk Management']",225000.0,USA,CA,2003-09-20 13:31:02.880490288,2,2008-01-01,2008-10-10,0
Kirondo,"['E-Commerce', 'Fashion', 'Lifestyle', 'Online Shopping']",15515606.656651298,SGP,unknown,2009-05-11 13:31:02.880490288,1,2013-08-22,2013-08-22,1
Kismet,"['Mobile', 'Social Media']",770000.0,USA,CA,2011-02-01 00:00:00.000000000,2,2011-03-01,2011-06-03,0
Kiss Hugs,"['Online Dating', 'Service Providers', 'Social Media']",50000.0,SGP,unknown,2013-10-01 00:00:00.000000000,1,2014-01-15,2014-01-15,1
KIT,['Publishing'],12111197.656653391,SWE,unknown,2010-06-19 13:31:02.880490288,1,2014-09-30,2014-09-30,0
KIT digital,['Games'],20000000.0,CZE,52,2008-01-01 00:00:00.000000000,2,2008-04-18,2008-05-08,1
Kitara Media,['Curated Web'],17000000.0,CAN,NL,2004-01-23 00:00:00.000000000,2,2013-11-13,2014-04-28,1
KitBoost,['Games'],41358853.86867132,USA,CA,2013-01-01 00:00:00.000000000,1,2013-01-01,2013-01-01,0
Kite,['Education'],41358853.86867132,USA,CA,2012-01-03 00:00:00.000000000,1,2012-06-29,2012-06-29,0
Kite Pharma,['Biotechnology'],85250000.0,USA,CA,2009-01-01 00:00:00.000000000,4,2011-03-09,2014-04-28,1
Kitenga,"['Analytics', 'Big Data', 'Software']",200000.0,USA,CA,2003-10-01 00:00:00.000000000,1,2010-01-04,2010-01-04,1
Kites,"['Analytics', 'Location Based Services']",500000.0,HKG,unknown,2012-01-01 00:00:00.000000000,1,2013-01-01,2013-01-01,0
KitLocate,"['Analytics', 'Apps', 'Location Based Services', 'Media', 'Mobile', 'Software', 'Technology']",750000.0,ISR,5,2011-10-01 00:00:00.000000000,2,2013-05-01,2014-07-21,1
Kiva Systems,"['Hardware', 'Hardware + Software', 'Robotics', 'Shipping', 'Software']",11600000.0,USA,MA,2003-01-01 00:00:00.000000000,2,2003-01-01,2006-05-24,1
Kiwapp,"['Application Platforms', 'Mobile', 'Retail']",1022228.0,SGP,unknown,2011-03-01 00:00:00.000000000,2,2012-03-01,2013-03-03,0
KCMX Capital,"['Credit', 'Enterprises', 'Finance']",1500000.0,MEX,4,2013-01-01 00:00:00.000000000,2,2014-03-15,2014-04-27,1
Kixer,['Advertising'],1000000.0,USA,CA,2014-02-01 00:00:00.000000000,2,2014-02-02,2014-07-29,1
Klatcher,"['Content', 'Curated Web', 'Tutoring']",150000.0,USA,NY,2008-07-10 00:00:00.000000000,1,2007-12-13,2007-12-13,0
Kleer,['Hardware + Software'],58000000.0,USA,CA,2003-09-20 13:31:02.880490288,2,2008-01-01,2008-03-25,1
Klevosti,['E-Commerce'],80000.0,RUS,unknown,2009-01-18 13:31:02.880490288,1,2013-05-01,2013-05-01,0
KlickSports,"['Internet', 'Mobile', 'Mobile Games', 'Networking', 'Sports']",1200000.0,USA,CA,2006-01-01 00:00:00.000000000,1,2008-01-01,2008-01-01,0
KliKKi,['Software'],12111197.656653391,SWE,26,2003-12-07 13:31:02.880490288,1,2008-03-19,2008-03-19,1
"Klinche, Inc.","['Construction', 'Financial Services']",1000000.0,USA,CA,2013-01-01 00:00:00.000000000,1,2014-04-01,2014-04-01,0
Kliqed,"['Mobile', 'Networking', 'Social Media']",21214175.002838995,GBR,H9,2011-02-18 00:00:00.000000000,1,2012-02-28,2012-02-28,0
Klir Technologies,['Software'],8700000.0,USA,WA,2000-01-01 00:00:00.000000000,1,2005-06-03,2005-06-03,0
Klosetshop,"['Auctions', 'Databases', 'E-Commerce', 'Fashion', 'Retail', 'Social Network Media']",30000.0,SGP,unknown,2011-05-15 00:00:00.000000000,1,2011-05-15,2011-05-15,0
Klout,"['Analytics', 'Social Media']",40000000.0,USA,CA,2008-08-01 00:00:00.000000000,10,2009-07-01,2013-08-23,1
Kluster,"['Collaboration', 'Crowdsourcing', 'Curated Web']",1000000.0,USA,NY,2008-01-01 00:00:00.000000000,1,2008-01-01,2008-01-01,1
Kneebone,['Software'],482000.0,CAN,ON,2004-01-01 00:00:00.000000000,2,2008-12-08,2010-01-05,1
Knetwit Inc.,"['Curated Web', 'Education']",4600000.0,USA,TN,2007-06-26 00:00:00.000000000,2,2007-10-02,2007-12-28,0
Kngroo,"['Games', 'Location Based Services', 'Mobile']",41358853.86867132,USA,FL,2011-07-09 00:00:00.000000000,1,2011-11-17,2011-11-17,0
Knight & Carver Wind Group,['Clean Technology'],12000000.0,USA,CA,2003-10-19 13:31:02.880490288,1,2008-01-30,2008-01-30,1
Knight Therapeutics,['Biotechnology'],180000000.0,CAN,QC,2009-12-28 13:31:02.880490288,1,2014-04-10,2014-04-10,1
Kno,['Software'],94885095.0,USA,CA,2009-05-01 00:00:00.000000000,7,2009-05-01,2011-04-06,1
Knock Mart,"['Delivery', 'Groceries', 'Services']",3000000.0,SGP,unknown,2014-11-15 00:00:00.000000000,1,2015-10-15,2015-10-15,0
KnockaTV,"['Content', 'Games', 'Television', 'Video']",4500000.0,ISR,unknown,2007-08-01 00:00:00.000000000,2,2007-02-11,2007-06-01,0
Knok,"['Curated Web', 'Families', 'Online Travel', 'Social Travel']",970000.0,ESP,56,2011-05-01 00:00:00.000000000,2,2012-01-01,2013-03-21,0
Knome,['Biotechnology'],28800000.0,USA,MA,2007-01-01 00:00:00.000000000,4,2010-05-03,2014-01-21,1
Knotice,"['App Marketing', 'Email Marketing', 'Internet Marketing', 'Software']",500000.0,USA,OH,2003-01-01 00:00:00.000000000,1,2006-02-10,2006-02-10,1
Knova Software,"['Customer Service', 'Design', 'Services']",41358853.86867132,USA,CA,1995-03-20 13:31:02.880490288,1,1999-07-01,1999-07-01,1
Knovel,['Enterprise Software'],7710995.0,USA,NY,2001-01-01 00:00:00.000000000,3,2002-11-11,2010-06-02,1
KnowledgeStorm,['E-Commerce'],2400000.0,USA,GA,1998-01-01 00:00:00.000000000,1,2003-07-18,2003-07-18,1
KnowNow,"['Curated Web', 'Information Services']",20000000.0,USA,CA,2000-01-01 00:00:00.000000000,2,2003-11-07,2006-11-01,0
Knox Media Hub,"['B2B', 'Internet', 'Media']",488605.0,ESP,56,2012-01-01 00:00:00.000000000,2,2013-04-01,2015-01-01,0
Knyou,"['Big Data Analytics', 'Brand Marketing', 'Social Media']",650000.0,USA,FL,2014-08-01 00:00:00.000000000,2,2014-08-01,2015-08-01,0
Ko-Brite,"['Lighting', 'Manufacturing', 'Minerals']",14500000.0,SGP,unknown,2000-10-29 13:31:02.880490288,1,2005-02-09,2005-02-09,0
Koala Databank,"['Archiving', 'Document Management', 'Hardware', 'Storage', 'Web Hosting']",20000.0,USA,CA,2006-01-01 00:00:00.000000000,1,2008-02-29,2008-02-29,0
KoalaDeal,"['E-Commerce', 'Personalization']",410000.0,USA,IL,2011-04-01 00:00:00.000000000,1,2012-04-18,2012-04-18,0
Koality,"['Engineering Firms', 'Enterprise Software', 'Optimization', 'Testing']",1800000.0,USA,CA,2012-08-24 00:00:00.000000000,1,2013-10-03,2013-10-03,1
Kobo,"['E-Commerce', 'News', 'Textbooks']",78812455.0,CAN,ON,2009-12-15 00:00:00.000000000,3,2009-12-15,2011-03-09,1
KochAbo,"['Cooking', 'E-Commerce', 'Health and Wellness', 'Recipes', 'Services']",22966913.78341673,AUT,9,2012-02-01 00:00:00.000000000,3,2012-01-01,2013-07-10,1
KODA,['Curated Web'],4500000.0,USA,CA,2008-01-01 00:00:00.000000000,2,2009-08-01,2010-02-24,0
Koduco,['Games'],41358853.86867132,USA,CA,2006-05-12 13:31:02.880490288,1,2010-08-23,2010-08-23,0
Kofax,['Software'],11461000.0,USA,CA,1991-01-01 00:00:00.000000000,7,2014-01-14,2015-01-20,1
Kohort,['Social Media'],3000000.0,USA,NY,2011-01-01 00:00:00.000000000,1,2011-04-04,2011-04-04,0
Koios Works,"['Gamification', 'Mass Customization', 'Mobile Games', 'Predictive Analytics', 'Social Games']",500000.0,USA,TX,2014-10-01 00:00:00.000000000,1,2014-10-01,2014-10-01,0
Kolorific,['Semiconductors'],7000000.0,USA,CA,2003-01-01 00:00:00.000000000,1,2007-01-05,2007-01-05,0
Kombe-N’sepe Block,['Oil & Gas'],,CMR,5,2001-09-02 13:31:02.880490288,1,2005-12-14,2005-12-14,0
Kommerstate.ru,['E-Commerce'],1450000.0,SGP,unknown,2012-05-10 00:00:00.000000000,2,2012-06-01,2013-05-01,0
Konarka Technologies,['Clean Technology'],106800000.0,USA,MA,2001-01-01 00:00:00.000000000,4,2004-06-24,2010-03-03,0
KonaWare,['Software'],2000000.0,USA,CA,1999-01-01 00:00:00.000000000,1,2006-07-06,2006-07-06,1
Kongregate,['Games'],19000000.0,USA,CA,2006-01-01 00:00:00.000000000,4,2007-03-01,2013-07-02,1
KongZhong,"['Games', 'Telecommunications']",6800000.0,CHN,22,2002-03-06 00:00:00.000000000,1,2009-02-19,2009-02-19,1
KonTEM,['Hardware + Software'],26718000.17836007,DEU,7,2008-01-05 13:31:02.880490288,1,2012-04-17,2012-04-17,1
Kontera,"['Advertising', 'Analytics', 'Big Data']",36140000.0,USA,CA,2003-01-01 00:00:00.000000000,5,2006-07-01,2013-07-25,1
kooaba,"['Android', 'Image Recognition', 'iPhone', 'Mobile', 'Publishing', 'QR Codes', 'Sales and Marketing', 'Search', 'Visual Search']",2920000.0,CHE,25,2006-11-01 00:00:00.000000000,1,2010-08-26,2010-08-26,1
Koobee,['Retail Technology'],200000.0,SGP,unknown,2014-01-01 00:00:00.000000000,1,2014-10-10,2014-10-10,0
Kosan Biosciences,['Biotechnology'],3000000.0,USA,CA,1995-01-01 00:00:00.000000000,1,2006-07-19,2006-07-19,1
Kosei,"['Mobile Advertising', 'Mobile Commerce']",41358853.86867132,USA,CA,2014-01-01 00:00:00.000000000,1,2014-06-15,2014-06-15,1
Kosmix,['Curated Web'],55237600.0,USA,CA,2005-01-01 00:00:00.000000000,5,2005-11-01,2009-10-09,1
Kosmos Energy Ltd.,['Energy'],300000000.0,USA,TX,2003-01-01 00:00:00.000000000,1,2004-02-12,2004-02-12,1
KOTURA,['Clean Technology'],38690547.0,CHN,30,2004-01-01 00:00:00.000000000,4,2004-06-30,2009-11-05,1
Kout,"['Credit Cards', 'E-Commerce', 'Online Shopping', 'Payments']",1600000.0,USA,CA,2011-01-01 00:00:00.000000000,1,2013-04-01,2013-04-01,0
Kovio,['Semiconductors'],76500100.0,USA,CA,2001-01-01 00:00:00.000000000,6,2005-11-10,2013-01-02,1
KPA,"['Consulting', 'Software']",5000000.0,USA,CO,2007-07-06 13:31:02.880490288,1,2011-10-17,2011-10-17,1
Kreatech Diagnostics,"['Biotechnology', 'Health Diagnostics']",5700000.0,NLD,7,2005-08-07 13:31:02.880490288,2,2009-11-18,2010-01-31,1
Kriibs !,"['Marketplaces', 'Real Estate', 'Realtors']",609932.414304433,ITA,5,2015-04-15 00:00:00.000000000,2,2015-04-15,2015-07-01,0
Krikle,"['Apps', 'Art', 'Entertainment', 'Games', 'Mobile']",15000.0,USA,TN,2011-03-05 00:00:00.000000000,1,2011-03-05,2011-03-05,0
Krillion,['Curated Web'],9650000.0,USA,CA,2006-05-01 00:00:00.000000000,2,2006-06-14,2010-07-15,1
Krugle,['Search'],6100000.0,USA,CA,2006-01-01 00:00:00.000000000,1,2006-05-31,2006-05-31,1
Neohapsis,"['Enterprise Software', 'Risk Management']",34965544.0,USA,IL,1997-01-01 00:00:00.000000000,4,2007-01-22,2013-06-28,1
Ku6,"['Photography', 'Video Streaming']",40000000.0,CHN,22,1999-03-05 13:31:02.880490288,3,2003-06-16,2008-06-17,1
Kuaidi Dache,"['Public Transportation', 'Transportation']",950000000.0,CHN,2,2012-08-01 00:00:00.000000000,3,2013-10-01,2015-01-15,1
Kublax,"['Finance', 'Startups']",1340300.0,GBR,H9,2007-08-01 00:00:00.000000000,2,2008-01-01,2009-05-05,0
KUBOO,['Games'],2267442.0,USA,AZ,2011-09-02 00:00:00.000000000,2,2013-04-24,2014-06-05,1
Kukunu,"['Career Planning', 'Startups', 'Travel']",400000.0,GBR,H9,2009-01-01 00:00:00.000000000,1,2010-05-01,2010-05-01,1
Kulabyte,['Curated Web'],25000.0,USA,TX,2004-11-01 00:00:00.000000000,1,2010-05-25,2010-05-25,1
Kulina,['Marketplaces'],4428571.428571428,IDN,4,2015-06-29 00:00:00.000000000,1,2015-06-29,2015-06-29,0
KuponGid,"['Coupons', 'Curated Web', 'Discounts']",867000.0,RUS,48,2010-10-01 00:00:00.000000000,6,2010-10-01,2013-08-29,0
Kuponjo,"['Advertising', 'Coupons', 'Internet', 'Mobile', 'Point of Sale', 'Sales and Marketing']",167600.0,SGP,unknown,2010-04-06 00:00:00.000000000,3,2010-04-01,2011-10-01,0
Kupoya,"['Advertising', 'Mobile', 'Mobile Advertising', 'NFC', 'QR Codes', 'Social Media', 'Social Media Marketing']",300000.0,SGP,unknown,2011-04-01 00:00:00.000000000,1,2012-04-06,2012-04-06,1
Kurani Interactive,"['iPhone', 'Mobile', 'Software', 'Technology']",275000.0,USA,NJ,2000-01-01 00:00:00.000000000,1,2010-11-25,2010-11-25,0
Lumara Health,['Biotechnology'],265100006.0,USA,MO,2006-08-25 13:31:02.880490288,4,2010-12-06,2012-06-18,1
kVault Software,"['Email', 'Software']",13000000.0,USA,NY,1999-01-01 00:00:00.000000000,1,2001-10-24,2001-10-24,1
KVK TEAM,"['Finance', 'Startups', 'Venture Capital']",1000000.0,RUS,48,2012-09-15 00:00:00.000000000,1,2010-04-24,2010-04-24,0
KwiClick,"['Curated Web', 'Web Browsers']",41358853.86867132,USA,NY,2008-10-15 00:00:00.000000000,1,2008-08-01,2008-08-01,0
Kwikpik,['Mobile'],25000.0,USA,DE,2011-01-01 00:00:00.000000000,1,2012-03-01,2012-03-01,0
kwiry,"['Content', 'Mobile', 'Search', 'SMS']",2000000.0,USA,CA,2006-01-01 00:00:00.000000000,2,2007-03-17,2008-03-20,0
KXEN,"['Analytics', 'Data Mining', 'Software']",8000000.0,USA,CA,1998-01-01 00:00:00.000000000,2,2004-10-05,2010-06-16,1
Kyak Interactive,['Software'],11750000.0,USA,NJ,1999-10-18 13:31:02.880490288,1,2004-01-29,2004-01-29,0
Kylin Therapeutics,['Biotechnology'],2057896.0,USA,IN,2004-11-21 13:31:02.880490288,2,2009-03-04,2009-11-09,0
Kyma Medical Technologies,"['Health Care', 'Health Care Information Technology']",10000000.0,ISR,2,2008-01-01 00:00:00.000000000,1,2013-10-07,2013-10-07,1
Kynogon,['Software'],3000000.0,FRA,A8,2000-01-01 00:00:00.000000000,1,2006-01-03,2006-01-03,0
Kyp,['Advertising'],9100000.0,GBR,H9,2005-06-20 13:31:02.880490288,1,2009-10-01,2009-10-01,0
Kyte,"['Games', 'iPhone', 'Media', 'Mobile', 'Video']",23350000.0,USA,CA,2006-12-01 00:00:00.000000000,5,2007-05-15,2012-03-01,1
Kythera Biopharmaceuticals,"['Biotechnology', 'Health Care']",98400000.0,USA,CA,2005-08-01 00:00:00.000000000,4,2005-09-16,2011-09-19,1
La jolla Pharmaceutical,['Biotechnology'],22939713.0,USA,CA,2007-01-05 13:31:02.880490288,2,2011-04-18,2013-10-09,1
La Nevera Roja.com,"['Delivery', 'Hospitality']",14284977.0,ESP,29,2011-01-28 00:00:00.000000000,4,2012-04-25,2014-07-02,1
Labmeeting,"['Curated Web', 'Life Sciences']",500000.0,USA,CA,2007-07-01 00:00:00.000000000,1,2008-05-01,2008-05-01,0
Laboratórios Noli,"['Medical', 'Pets', 'Veterinary']",155000.0,BRA,23,1978-08-20 13:31:02.880490288,1,1982-12-01,1982-12-01,0
LabPixies,"['Curated Web', 'Web Tools']",1000000.0,ISR,5,2006-03-01 00:00:00.000000000,1,2008-06-01,2008-06-01,1
Labrys Biologics,['Biotechnology'],45588234.0,SGP,unknown,2008-09-16 13:31:02.880490288,2,2012-12-28,2013-01-03,1
LabStyle Innovations,['Hardware + Software'],23258823.0,USA,DE,2012-01-01 00:00:00.000000000,8,2011-10-27,2015-08-07,1
